tweet,user,location,date
@Danielbpalka @cta I’m only posing for beautiful photos like this and it’s how I feel when I’m on the train. Thanks… https://t.co/uh5elFLObW,Southpaw,Chicago,2019-10-15 14:12:48
"Tonight! Our monthly #FreeShow returns to the best #localmusic venue on the north side, @MontroseSaloon. Cheap drin… https://t.co/sevyRjyBun",TiberiusStrange,"Chicago, IL",2019-10-15 14:11:42
@cta The displays on the forest park side have been broken for weeks,nheitzman,Chicago,2019-10-15 14:09:15
RT @CNNRGLDN: @cta i’ll probably ride it home from work today,transit_tweets,,2019-10-15 14:08:08
@CTAFails @cta when you’re so incompetent you have 2+ buses playing #fastandfurious https://t.co/Db42cQMl1A,altoribios,"Chicago, IL",2019-10-15 14:07:45
@cta I on that L to 35th frequently never saw @Southpaw he must be a poser,Danielbpalka,"Chicago, IL",2019-10-15 14:07:11
"@cta Have the players take the redline for the crosstown classic, let’s get some cross promotion going @cta",FB_Reda,"Chicago, IL",2019-10-15 14:05:25
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",mattyatthedisco,"Normal, IL",2019-10-15 14:03:54
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",pilgrimpunk,"Chicago, IL",2019-10-15 14:01:01
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",transit_tweets,,2019-10-15 13:58:11
@cta i’ll probably ride it home from work today,CNNRGLDN,"Chicago, IL",2019-10-15 13:58:01
RT @cta: [Significant Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier door problem at Damen.…,transit_tweets,,2019-10-15 13:56:46
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",Stavi_3,"Chicago, IL",2019-10-15 13:56:12
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at Damen due to a door problem. Crews working to restore service.,transit_tweets,,2019-10-15 13:55:45
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",nat_cardona,Digital Host/Producer,2019-10-15 13:55:36
Wait time of over 30+ minutes (still waiting on your bus). CTA transit vans circling every other minute. Wish I had… https://t.co/O0PHKo8feH,altoribios,"Chicago, IL",2019-10-15 13:55:24
@cta Yesterday I was assaulted by a group of teenagers because I said something to them for hitting me in the face… https://t.co/0UaYSiVQiY,ConstantEnigma,"Chicago, IL",2019-10-15 13:55:22
@cta do you think it’s possible to fix the broken displays at Logan square blue line before 2020 or nah?,nheitzman,Chicago,2019-10-15 13:55:04
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",ARickyLin,"Chicago, IL",2019-10-15 13:52:47
"RT @cta: Riding the train has always been outta this world 🚆🌎. Southpaw agrees; when can we expect you on the next ride? 😉

https://t.co/NV…",SugoiDuBois,"Chicago, IL",2019-10-15 13:50:36
RT @cta: [Significant Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier door problem at Damen.…,FernBallew,"Chicago, IL",2019-10-15 13:50:26
Why would @cta blue line be running express right now? The Chicago platform is literally spilling over with people,shadybrotha,,2019-10-15 13:49:45
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are running w/residual delays following an earlier mech. problem at Western (O'H…,transit_tweets,,2019-10-15 13:48:01
"I hate when the @cta breaks down, but damn they always fix it fast as hell!",KaleAvocado_,,2019-10-15 13:47:50
@cta The train maintenance with the @cta has to be the most incompetent.  What other explanation for mechanical pro… https://t.co/3cGlt8FBI0,drfurry2,,2019-10-15 13:46:23
RT @CWBChicago: Police are investigating the robberies of 3 @cta train passengers in the Loop and Lincoln Park since yesterday evening.  Vi…,liztaylor526,,2019-10-15 13:44:57
"RT @cta: We can't keep this secret any longer 🤭! Oct 14 🎬 our most popular series  “Ride the Rails,” returns in 4k, with updated videos hig…",aofhproductions,"Chicago, IL",2019-10-15 13:42:52
Explain why the delays? @cta https://t.co/X8HB5wxjd9,Icon_4life,"Chicago, IL",2019-10-15 13:40:51
@cta Wow. This is new. Do better CTA and figure out a way to stop this shit.,chgocubs83,"Chicago, IL, USA",2019-10-15 13:38:02
Ahh sniffling season on the @cta has begun. How prohibitive is the cost of low grade tissue boxes in car? Less snif… https://t.co/0g8VU34iqV,gregembree,"Chicago, IL",2019-10-15 13:36:17
@cta so there’s a sign at Morse saying southbound trains aren’t stopping but they ARE. Someone should probably take… https://t.co/zqeNaBJZ3B,emilyph84,Chicago,2019-10-15 13:35:37
RT @cta: [Minor Delays] Loop-bound Brown and Purple Line Express trains are standing at Chicago due to a sick customer. Crews working to re…,transit_tweets,,2019-10-15 13:24:34
@vanejpeg @cta and the rails??? you work that to space out service evenly. c’mon you think we’re all gullible???? g… https://t.co/f7pfslqXiR,demschr,,2019-10-15 13:18:39
@cta Get your act together! 7:15am Green line train out of Cottage Grove didn't leave until 7:30 am and got downtow… https://t.co/Vujil3caed,tardis21,A point in Time and Space!,2019-10-15 13:14:31
I often think about the seemingly dead plan to bring @Metra fares in line with the @cta on the far south side of th… https://t.co/4o3zbZvlBY,jimsey,"Chicago, United States",2019-10-15 13:02:33
@cta @CTAFails when will CTA remove the cloth seats on buses. Two homeless people destroyed the seats on 146 SB tod… https://t.co/o59sBxH2XD,stevepapen,"Chicago, IL",2019-10-15 13:00:02
@CWBChicago The @cta has a crime problem. Security is needed at the stations. I don't care if it's a K9 unit or CPD transit police.,irish0714,,2019-10-15 12:57:59
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at Grand due to signal problems. Crews working to restore service.,transit_tweets,,2019-10-15 12:48:48
"@cta Delay slips do very little when you still have to work the time you missed your shift. I took a cab. Honestly,… https://t.co/0Ta1GWmpc7",cawest329,"Chicago, Il",2019-10-15 12:45:31
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at Grand due to signal problems. Crews working to restore service.,WGNtraffic,"Chicago, IL",2019-10-15 12:39:21
RT @cta: [Normal Service*] The temporary reroute of 126 Jackson buses near Jackson/Laramie has ended.,transit_tweets,,2019-10-15 12:37:40
The 49 bus on the @cta is a complete joke! How can 2 buses pass back to back and then have there be a 12 minute gap… https://t.co/hsSZDS12kZ,vanejpeg,"Chicago, IL",2019-10-15 12:28:32
Yellow line left 3 min early.. @cta I hate you!,MzNeauxla,Chicago,2019-10-15 12:19:14
@cta Oh great... I just got on 🙄,MzNeauxla,Chicago,2019-10-15 12:00:03
RT @cta: [Minor Delays] Forest Park-bound Blue Line trains are standing at O'Hare. Crews working to restore service.,transit_tweets,,2019-10-15 11:55:00
"I'm at @CTA - Roosevelt in Chicago, IL https://t.co/ESMn1Dq20o",Will_Know_It,"New York, NY",2019-10-15 11:53:34
RT @cta: [Significant Delays] Red Line trains are standing at Harrison due to an unauthorized person on the tracks. Crews working to restor…,transit_tweets,,2019-10-15 11:41:31
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",mburrage61,Chicago,2019-10-15 10:41:19
RT @nerdfanmom: @cta @motherhoodwhat You best not take disciplinary action against this guy......,transit_tweets,,2019-10-15 10:41:11
RT @cta: [Significant Delays] Red Line trains are standing at Harrison due to an unauthorized person on the tracks. Crews working to restor…,cotey_mary,,2019-10-15 09:40:21
"@cta Red Line - Once again making people late for their jobs. 

@CTAFails https://t.co/CSa6Tr0Tej",cawest329,"Chicago, Il",2019-10-15 09:11:45
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",eriecanery,"Chicago, IL",2019-10-15 09:04:36
@cta I wonder if it includes the line cuts? Or maybe the 40 minute delays while setting up the single track. Hmmm,Munchguzman,Chicago,2019-10-15 09:01:09
RT @cta: [Major Delays] Red Line trains are running w/residual delays and congestion following an earlier unauthorized person on the tracks…,transit_tweets,,2019-10-15 09:00:43
@dannyc01 @nerdfanmom @cta @motherhoodwhat The CTA would find a way. Believe me. But I know Eric and he is a great guy!,Munchguzman,Chicago,2019-10-15 08:58:10
RT @cta: [Major Delays] Red Line trains are running w/residual delays and congestion following an earlier unauthorized person on the tracks…,WBBM780Traffic,"Chicago, IL",2019-10-15 08:55:29
RT @cta: [Significant Delays] Red Line trains are standing at Harrison due to an unauthorized person on the tracks. Crews working to restor…,blmohr,"Chicago, IL",2019-10-15 08:51:18
RT @cta: [Major Delays] Red Line trains are running w/residual delays and congestion following an earlier unauthorized person on the tracks…,CTARedLineAlert,"Chicago, IL",2019-10-15 08:51:16
@cta I don’t need the train station at Loyola announcing this super loudly over and over again at almost 4 in the m… https://t.co/uyV6zZukG6,RyJensen30,,2019-10-15 08:48:22
RT @cta: [Significant Delays] Red Line trains are standing at Harrison due to an unauthorized person on the tracks. Crews working to restor…,CTARedLineAlert,"Chicago, IL",2019-10-15 08:32:11
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",enfynyty,"Midwest, USA",2019-10-15 07:08:15
RT @cta: [Significant Delays] Harlem-bound Green Line trains are running w/residual delays &amp; congestion following earlier police activity a…,transit_tweets,,2019-10-15 06:52:16
RT @RaymondMC_74: @cta I'll be sure to watch these while I'm waiting because of a major delay to know what it feels like to move,transit_tweets,,2019-10-15 06:37:41
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",Robin_Volpi,"Chicago, IL",2019-10-15 05:39:17
RT @cta: [Normal Service*] The temporary reroute of 80 Irving Park buses near Irving Park/Francisco has ended.,transit_tweets,,2019-10-15 05:12:19
RT @motherhoodwhat: Hey @cta the conductor Eric (60669) on the brown line just helped a customer down the stairs because she couldn’t do it…,cass_westerman,,2019-10-15 05:06:30
"@cta This is great, I plan on watching this during my commute tomorrow!",watchmedieboy,"Illinois, USA",2019-10-15 05:05:44
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",ReneeLeeGreco,"Chicago, Illinois",2019-10-15 04:33:54
"@ajacome @cta it’s over, he picked @Metra over you!",nancy_amina,Chicagoan til Chicago ends,2019-10-15 04:24:24
"RT @cta: [Planned Work w/Station(s) Bypassed] Red Line: Now thru 4am, 95th-bound Trains Bypass Jarvis Thru Loyola Stations https://t.co/Zyz…",transit_tweets,,2019-10-15 04:10:08
"RT @cta: ICYMI: 🚆✨ Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, both real-tim…",taylorbwyatt,,2019-10-15 04:00:32
RT @cta: [Significant Delays] Harlem-bound Green Line trains are standing at 35th-Bronzeville-IIT due to police activity. Crews working to…,transit_tweets,,2019-10-15 03:48:18
RT @cta: [Significant Delays] Harlem-bound Green Line trains are standing at 35th-Bronzeville-IIT due to police activity. Crews working to…,huskeeman82,"Chicago, IL",2019-10-15 03:39:01
@cta the #63Wis the worst route bus I’ve ever taken,little_personal,"Chicago, IL",2019-10-15 03:19:51
"@cta just waited 15 minutes for a train that went express, skipped my station, and the next isn’t for another 15.… https://t.co/9iplEXXuWo",theragelazer,Chicago,2019-10-15 03:19:15
@nerdfanmom @cta @motherhoodwhat Why would a good deed need disciplinary action?,dannyc01,"Norwood Park, Chicago",2019-10-15 03:16:20
@cta Anyway y’all could pass the train schedule to the bus drivers of every route so that way they don’t leave the… https://t.co/RvceoKZd6S,little_personal,"Chicago, IL",2019-10-15 03:15:54
"RT @cta: [Planned Work] Blue Line: Now thru 4am, Boarding Change, Delays Between Racine and Jackson https://t.co/1JIi1o1Z5n",transit_tweets,,2019-10-15 03:10:12
"RT @cta: [Planned Work] Blue Line: Now thru 4am, Boarding Change, Delays Between Racine and Jackson https://t.co/1JIi1o1Z5n",CTABlueLn,"Chicago, IL",2019-10-15 03:01:05
@cta When does filming start on board me?,CTABUS22,Chicago,2019-10-15 02:42:10
RT @CWBChicago: Police are investigating the robberies of 3 @cta train passengers in the Loop and Lincoln Park since yesterday evening.  Vi…,3200nwilton44th,School & Wilton in Lakeview ,2019-10-15 02:36:10
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",straightlinning,chicago|kaohsiung|rivendell,2019-10-15 02:35:53
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",54Ange,United States,2019-10-15 02:22:18
"RT @cta: We can't keep this secret any longer 🤭! Oct 14 🎬 our most popular series  “Ride the Rails,” returns in 4k, with updated videos hig…",mike_discip,"Chicago, IL",2019-10-15 02:18:18
"RT @cta: @motherhoodwhat Thanks for following up, we'll make sure to pass on this compliment.",transit_tweets,,2019-10-15 02:11:43
RT @cta: [Normal Service*] The temporary reroute of 53 Pulaski buses near Pulaski/Dickens has ended.,transit_tweets,,2019-10-15 02:08:01
"RT @cta: [Minor Delays / Reroute] 80 Irving Park buses are temporarily rerouted via Irving Park, Kedzie, Montrose, and California.",transit_tweets,,2019-10-15 01:56:22
"@CWBChicago @cta Bingo!: “...there is less chance the perpetrators will be held accountable.” I’ve noticed this, ev… https://t.co/XruUG9h5cR",badwhitegood,Lyndon's Utopia,2019-10-15 01:47:46
"RT @cta: [Minor Delays / Reroute] 80 Irving Park buses are temporarily rerouted via Irving Park, Kedzie, Montrose, and California.",huskeeman82,"Chicago, IL",2019-10-15 01:46:29
RT @cta: [Normal Service*] The temporary reroute of 146 Inner Drive/Michigan Exp buses near Marine/Ainslie has ended.,transit_tweets,,2019-10-15 01:37:15
@cta This makes me dizzy!!,curiousmaroon,,2019-10-15 01:35:26
@cta @motherhoodwhat You best not take disciplinary action against this guy......,nerdfanmom,Great Lakes,2019-10-15 01:31:04
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",PettyReactions,"Pettyville, WV",2019-10-15 01:29:07
"RT @cta: The wait is over 🙌🎉🚆! Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, b…",kheir,"La Grange, IL",2019-10-15 01:20:13
Really hating @cta right now,Stewed_Screwed,"Chicago, IL",2019-10-15 01:17:26
"RT @cta: [Minor Delays / Reroute] 81 Lawrence buses temp. rerouted Eastbound: Lawrence, Sheridan, Foster, LSD, and Wilson; Westbound: Wilso…",transit_tweets,,2019-10-15 01:12:58
RT @cta: [Normal Service*] The temporary reroute of 53 Pulaski buses near Pulaski/Dickens has ended.,itsmetyrinh,"Chicago, IL",2019-10-15 01:05:12
RT @cta: [Significant Delays] Howard-bound Red Line trains are running w/residual delays following an earlier door problem near Sheridan. S…,ArnulfoSalgado2,,2019-10-15 00:50:47
