tweet,user,location,date
@JosephGKogutJr @SarahJindra @WGNNews @cta Is it the kids who may not get fed if they don’t have money to eat?,Dannerdog1,,2019-10-17 21:57:43
@JosephGKogutJr @SarahJindra @WGNNews @cta So it’s the pension that may or may not be there?,Dannerdog1,,2019-10-17 21:57:07
@TruePatriot1777 @SarahJindra @cta @WGNNews @chicagosmayor @CTULocal1 So cute when you repeat the same nonsense isn… https://t.co/2rwKqHI74x,JosephGKogutJr,Chicago,2019-10-17 21:56:49
"RT @cta: [Minor Delays / Reroute] SB 9 Ashland buses are temporarily rerouted via Southport, Addison, and Ashland.",transit_tweets,,2019-10-17 21:55:37
@cta it’s rush hour and you have one #146 every 10 minutes on Michigan Ave? You suck #Fixit,blackbird9z,Chicago,2019-10-17 21:54:20
"RT @cta: [Minor Delays / Reroute] WB 47 47th buses are temporarily rerouted via 47th, Archer, Pulaski, and 47th.",thomasdubrick,"Anderson, In",2019-10-17 21:53:53
"RT @cta: [Minor Delays / Reroute] SB X9 Ashland Express buses are temporarily rerouted via Irving Park, Southport, Addison, and Ashland.",huskeeman82,"Chicago, IL",2019-10-17 21:53:45
@Dannerdog1 @SarahJindra @WGNNews @cta It’s not about their pay,JosephGKogutJr,Chicago,2019-10-17 21:53:17
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,clitmaster20,"Chicago, ill",2019-10-17 21:50:31
@cta He has on a du-rag there's a family altercation about that crap,majors_janice,"Oak Forest, IL",2019-10-17 21:49:37
"RT @cta: [Minor Delays / Reroute] SB 9 Ashland buses are temporarily rerouted via Southport, Addison, and Ashland.",Cynthia34424188,"South Lawndale, Chicago",2019-10-17 21:49:20
@cta June 9th 8th Halsted going northbound about 5:00 pm bus number was probably 1379 I didn't get his badge becaus… https://t.co/W90QWUuSPf,majors_janice,"Oak Forest, IL",2019-10-17 21:48:58
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",DylanDoppelt,"Chicago, IL",2019-10-17 21:47:45
"RT @cta: [Normal Service*] The temporary reroute of J14 Jeffery Jump, 26 South Shore Express, and 28 Stony Island buses near Michigan/Madis…",transit_tweets,,2019-10-17 21:47:16
@cta beats auto https://t.co/D44WlWukHF,NIMHDirector,"Bethesda, MD",2019-10-17 21:45:00
"When you’re about to head out of work, but ⁦@ctabrown⁩ says “no rush.” Reminder that @cta trains must run in pairs… https://t.co/IEyrmyJmBj",SilvestriWoman,"Chicago, IL",2019-10-17 21:44:44
"RT @cta: [Minor Delays / Reroute] WB 47 47th buses are temporarily rerouted via 47th, Archer, Pulaski, and 47th.",transit_tweets,,2019-10-17 21:35:47
@cta beats car https://t.co/dxQbJrON4h,NIMHDirector,"Bethesda, MD",2019-10-17 21:35:13
RT @cta: [Normal Service*] The temporary reroute of Southbound 22 Clark buses near Michigan/Madison has ended.,transit_tweets,,2019-10-17 21:30:18
"@HaroldsFiend @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes Which makes me think, Wood to Lake, La… https://t.co/uGuQH6vmSH",ArchiJake,"Chicago, IL",2019-10-17 21:28:08
"@cta the 146 bus is a waste of time. Every time I get on that bus, the last stop surprises me in a different place… https://t.co/ogBu6fFBEs",richpipes,"Chicago, IL",2019-10-17 21:27:26
@cta So 47 then? #CTA,CTABUS22,Chicago,2019-10-17 21:27:18
"RT @cta: [Minor Delays / Reroute] WB 47 47th buses are temporarily rerouted via 47th, Archer, Pulaski, and 47th.",Chicagorobyn65,"Illinois, USA",2019-10-17 21:26:01
@SGitelzon @cta they're trying their darndest!,Chodash,"Chicago, Illinois",2019-10-17 21:25:37
@ChicagoDPD @cta @theCHAtweets Commissioner Cox's words were powerful! Thank you for your remarks and your support!,CDRosa,Chicago born & raised,2019-10-17 21:24:46
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are running w/residual delays following an earlier mechanical problem on a trai…,transit_tweets,,2019-10-17 21:24:36
RT @cta: [Normal Service*] The temporary reroute of Southbound 22 Clark buses near Michigan/Madison has ended.,RNovickis,,2019-10-17 21:24:33
"@HaroldsFiend @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes it has not, Erie is the only safe cros… https://t.co/hrl4FsAaqG",ArchiJake,"Chicago, IL",2019-10-17 21:23:42
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are standing at Grand due to a mechanical problem on a train. Crews working to…,transit_tweets,,2019-10-17 21:23:27
"@HaroldsFiend @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes Also, Blue/Green/Pink joining up at Jo… https://t.co/66EqrKodiv",ArchiJake,"Chicago, IL",2019-10-17 21:22:31
Hey @cta there's a human shit on the stairs going down to the blue line at Jackson. Might wanna do something about… https://t.co/TNaSpQFNOJ,JessThePeach,,2019-10-17 21:20:02
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are running w/residual delays following an earlier mechanical problem on a trai…,Cynthia34424188,"South Lawndale, Chicago",2019-10-17 21:17:29
RT @anmuinteoir: @cta trains are overflowing with #ctured on way to today’s @CTULocal1 @SEIU73 action at 42 W. Madison. See you there! #CTU…,transit_tweets,,2019-10-17 21:17:26
RT @cta: [Significant Delays] Orange Line trains are running w/residual delays following an earlier unauthorized person on the tracks near…,huskeeman82,"Chicago, IL",2019-10-17 21:17:13
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are running w/residual delays following an earlier mechanical problem on a trai…,huskeeman82,"Chicago, IL",2019-10-17 21:16:59
RT @cta: [Significant Delays] Orange Line trains are running w/residual delays following an earlier unauthorized person on the tracks near…,transit_tweets,,2019-10-17 21:16:19
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are running w/residual delays following an earlier mechanical problem on a trai…,foucault_45,logan square,2019-10-17 21:15:44
RT @cta: [Significant Delays] O'Hare-bound Blue Line trains are standing at Grand due to a mechanical problem on a train. Crews working to…,foucault_45,logan square,2019-10-17 21:15:37
RT @cta: [Significant Delays] Orange Line trains are running w/residual delays following an earlier unauthorized person on the tracks near…,blownbrenda86,Chicago,2019-10-17 21:13:52
@RadioGeris @WGNRadio @cta @NathanSnodgrass Feel like we've been on this red line together. Do you have vid?,G_Krz,"Chicago, IL",2019-10-17 21:12:34
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",CDRosa,Chicago born & raised,2019-10-17 21:07:57
"RT @SarahJindra: Good Morning.  

The CPS teacher's strike is underway.  No school today for CPS students.  Here is a list of info for pare…",brwnlady1,"Chicago, IL",2019-10-17 21:07:31
RT @cta: [Significant Delays] Orange Line trains are running w/residual delays following an earlier unauthorized person on the tracks near…,Chicagorobyn65,"Illinois, USA",2019-10-17 21:06:38
RT @cta: [Significant Delays] Orange Line trains are running w/residual delays following an earlier unauthorized person on the tracks near…,TotalTrafficCHI,"Chicago, IL",2019-10-17 21:06:22
RT @cta: [Significant Delays] Orange Line trains are running w/residual delays following an earlier unauthorized person on the tracks near…,MikePTraffic,"Chicago, IL",2019-10-17 21:06:20
"@HaroldsFiend @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes The problem is crossing Ashland, I am… https://t.co/basOJXrnwS",ArchiJake,"Chicago, IL",2019-10-17 21:03:41
"@socialism_doer @parsonshanged @ChiPubSchools @cta Explain yourself a little clearer.
Your question is somewhat confusing",TLAM59,,2019-10-17 21:02:12
RT @cta: [Minor Delays] O'Hare-bound Blue Line trains are running w/residual delays following an earlier sick customer at Washington. Servi…,transit_tweets,,2019-10-17 21:00:25
"RT @cta: [Minor Delays / Reroute] J14 Jeffery Jump, 26 South Shore Express, &amp; 28 Stony Island buses are temporarily rerouted via Michigan,…",transit_tweets,,2019-10-17 20:55:45
@TLAM59 @socialism_doer @ChiPubSchools @cta It’s not like insurance companies give a fuck about our kids health,parsonshanged,Midwest,2019-10-17 20:50:54
"@TLAM59 @parsonshanged @ChiPubSchools @cta Tony, kids may not necessarily need to go home. Nurses are needed to giv… https://t.co/24oY5cn76Q",Mayopeanutpackt,,2019-10-17 20:50:04
"RT @cta: [Minor Delays / Reroute] 2 Hyde Park Express &amp; 6 Jackson Park Express buses temp. rerouted NB: Lake Shore Drive, Roosevelt, &amp; Mich…",transit_tweets,,2019-10-17 20:49:13
@TLAM59 @parsonshanged @ChiPubSchools @cta Damn these are a lot of words that are still not answering how it's not an investment in the city,socialism_doer,,2019-10-17 20:49:00
@ChiLakeviewNews @cta @Chicago_Police Probably paid for with federal homeland security funds.,CWBChicago,Wrigleyville-Boystown Chicago,2019-10-17 20:47:45
@socialism_doer @parsonshanged @ChiPubSchools @cta Explain to me how schools can “make sure local kids  are healthy… https://t.co/sVFVDWadsS,TLAM59,,2019-10-17 20:47:11
@TLAM59 @parsonshanged @ChiPubSchools @cta That's not an answer,socialism_doer,,2019-10-17 20:43:58
@RadioGeris @JessiTaylorRO @WGNRadio @cta You are welcome!,PaulMiller1313,"Chicago, IL",2019-10-17 20:38:56
@socialism_doer @parsonshanged @ChiPubSchools @cta The school is supposed to make sure kids are healthy? You think that’s their job?,TLAM59,,2019-10-17 20:37:28
"@parsonshanged @ChiPubSchools @cta I’m almost 61 yrs old-
I don’t remember what I had for breakfast this morning-
A… https://t.co/4Md2q7lP4o",TLAM59,,2019-10-17 20:35:37
"For all my grousing about @CTA bus drivers, I do want to give a shoutout of thanks to the 201 driver who waited for… https://t.co/843QRAYJ1M",LaurieAEakes,Chicagoland,2019-10-17 20:23:32
@PaulMiller1313 @JessiTaylorRO @WGNRadio @cta Thank you!,RadioGeris,,2019-10-17 20:10:55
@SarahJindra @North2North @cta @WGNNews Why would the students need free rides?,RichardWeinfeld,"Louisville, Kentucky",2019-10-17 20:09:39
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",aperez773,"Chicago, IL",2019-10-17 20:05:55
@cta ok come my way,majors_janice,"Oak Forest, IL",2019-10-17 19:59:21
@ArchiJake @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes Very down to join a ride from the North side for one of these.,mzoobek,"Chicago, IL",2019-10-17 19:59:08
@WusijiX @MarcBahnsen @Pattrick11 @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes @SoldierField… https://t.co/Pt64wMqqt2,ArchiJake,"Chicago, IL",2019-10-17 19:57:34
@ChicagoDPD @cta @theCHAtweets Thank you @chicagosmayor and thank you @marisa_novara and the rest of the team from… https://t.co/TEfHW4XcN9,MrChristianDiaz,"Logan Square, Chicago",2019-10-17 19:55:12
@mattlindner The teamwork of the @cta to re route the buses down Washington is outstanding,AgirlnamedSpunt,"Chicago, IL",2019-10-17 19:54:52
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",MrChristianDiaz,"Logan Square, Chicago",2019-10-17 19:54:32
@WusijiX @MarcBahnsen @Pattrick11 @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes @SoldierField… https://t.co/LzKdbMaaf0,ArchiJake,"Chicago, IL",2019-10-17 19:52:54
"I'm at @CTA - Quincy/Wells in Chicago, IL https://t.co/FgsokoZwfh",mipolitico,Section 223 at Wrigley,2019-10-17 19:52:15
@cta Zone 6 just got a call of 2 males chasing another male onto the tracks at 63rd St,RT_Stewart,"Chicago, IL",2019-10-17 19:51:23
@MarcBahnsen @Pattrick11 @ArchiJake @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes @SoldierField… https://t.co/fjEJHpXBVx,WusijiX,"Lake View, Chicago",2019-10-17 19:51:05
@Pattrick11 @ArchiJake @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes @SoldierField @ChicagoFire Ca… https://t.co/2BdRaLKhQb,MarcBahnsen,Chicago,2019-10-17 19:47:47
"RT @cta: [Minor Delays / Reroute] Southbound 22 Clark buses are temporarily rerouted via Clark, Wacker, State, Adams, and Clark.",transit_tweets,,2019-10-17 19:42:58
What are u guys fucking up today? @cta,illyowl,,2019-10-17 19:42:09
@cta do not come to me on that bus we go get the fight,majors_janice,"Oak Forest, IL",2019-10-17 19:40:22
RT @cta: [Major Delays] Red Line trains are running w/residual delays following an earlier unauthorized person on the tracks near 63rd. Ser…,transit_tweets,,2019-10-17 19:40:19
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",ChicagoDOH,"Chicago, Illinois",2019-10-17 19:39:02
RT @cta: [Major Delays] Red Line trains are running w/residual delays following an earlier unauthorized person on the tracks near 63rd. Ser…,huskeeman82,"Chicago, IL",2019-10-17 19:36:27
RT @cta: [Service Disruption / Major Delays] Red Line trains are standing near 63rd due to an unauthorized person the tracks. Crews working…,transit_tweets,,2019-10-17 19:36:06
"RT @cta: [Minor Delays / Reroute] Southbound 22 Clark buses are temporarily rerouted via Clark, Wacker, State, Adams, and Clark.",huskeeman82,"Chicago, IL",2019-10-17 19:35:53
@ArchiJake @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes Roger that. Very good ideas. All very doable.,burdenswanson,"Chicago, IL",2019-10-17 19:34:58
RT @cta: [Major Delays] Red Line trains are running w/residual delays following an earlier unauthorized person on the tracks near 63rd. Ser…,jaymetzdorff,facebook/@jaymetzdorff,2019-10-17 19:31:01
RT @cta: [Significant Delays] Red Line trains are standing near 63rd due to an unauthorized person the tracks. Crews working to restore ser…,transit_tweets,,2019-10-17 19:30:25
RT @cta: [Major Delays] Red Line trains are running w/residual delays following an earlier unauthorized person on the tracks near 63rd. Ser…,CTARedLineAlert,"Chicago, IL",2019-10-17 19:30:19
"@burdenswanson @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes 5. Rear of the group, someone to keep… https://t.co/awKmSnjUXb",ArchiJake,"Chicago, IL",2019-10-17 19:30:05
"RT @cta: [Minor Delays / Reroute] J14 Jeffery Jump, 20 Madison, and 56 Milwaukee buses temp. rerouted EB:Washington, LaSalle, Monroe,State,…",jaymetzdorff,facebook/@jaymetzdorff,2019-10-17 19:30:04
"RT @cta: [Minor Delays / Reroute] 60 Blue Island, 124 Navy Pier, &amp; 157 Streeterville buses temp. rerouted EB:Washington,LaSalle,Monroe,Stat…",jaymetzdorff,facebook/@jaymetzdorff,2019-10-17 19:29:57
RT @cta: [Service Disruption / Major Delays] Red Line trains are standing near 63rd due to an unauthorized person the tracks. Crews working…,jaymetzdorff,facebook/@jaymetzdorff,2019-10-17 19:29:31
"@burdenswanson @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes 4. Mechanic, someone with experience… https://t.co/YNGcPRc1Tj",ArchiJake,"Chicago, IL",2019-10-17 19:28:55
"@burdenswanson @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes 3. Divvy liason, someone on a faster… https://t.co/j2zHk6IM2Q",ArchiJake,"Chicago, IL",2019-10-17 19:27:16
"RT @cta: [Minor Delays / Reroute] 60 Blue Island, 124 Navy Pier, &amp; 157 Streeterville buses temp. rerouted EB:Washington,LaSalle,Monroe,Stat…",transit_tweets,,2019-10-17 19:27:10
RT @cta: [Service Disruption / Major Delays] Red Line trains are standing near 63rd due to an unauthorized person the tracks. Crews working…,CTARedLineAlert,"Chicago, IL",2019-10-17 19:26:18
"@burdenswanson @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes 2. @CleosChicago captain, to rally ri… https://t.co/2jCrB0I8wq",ArchiJake,"Chicago, IL",2019-10-17 19:24:09
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",doubtthereason,314.312,2019-10-17 19:23:08
RT @cta: [Significant Delays] Red Line trains are standing near 63rd due to an unauthorized person the tracks. Crews working to restore ser…,TotalTrafficCHI,"Chicago, IL",2019-10-17 19:21:50
RT @cta: [Significant Delays] Red Line trains are standing near 63rd due to an unauthorized person the tracks. Crews working to restore ser…,CTARedLineAlert,"Chicago, IL",2019-10-17 19:21:17
@burdenswanson @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes I would love the help. I will be look… https://t.co/5HmNI4HJtI,ArchiJake,"Chicago, IL",2019-10-17 19:20:55
RT @cta: [Significant Delays] Red Line trains are standing near 63rd due to an unauthorized person the tracks. Crews working to restore ser…,MikePTraffic,"Chicago, IL",2019-10-17 19:20:52
RT @cta: [Significant Delays] Red Line trains are standing near 63rd due to an unauthorized person the tracks. Crews working to restore ser…,REMILOVESPORTS,SouthSide Chicago ,2019-10-17 19:20:40
"RT @cta: [Minor Delays / Reroute] 60 Blue Island, 124 Navy Pier, &amp; 157 Streeterville buses temp. rerouted EB:Washington,LaSalle,Monroe,Stat…",huskeeman82,"Chicago, IL",2019-10-17 19:18:52
"@ChicagoDPD @lollybowean @cta @theCHAtweets Only 119,900 units to go!",uberpenguino,,2019-10-17 19:18:41
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",stevesimmons626,"Chicago, IL",2019-10-17 19:15:28
@TLAM59 @ChiPubSchools @cta Tony did you ever have a school nurse?,parsonshanged,Midwest,2019-10-17 19:15:14
"RT @OpenMarketingTV: Meet #CESUnveiled Amsterdam, Peter #Hoekstra, #Ambassador of the #United #States to The #Netherlands #IBM @CES @CTA @O…",OpenMarketingTV,Amsterdam,2019-10-17 19:15:04
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",marisa_novara,"Chicago, IL",2019-10-17 19:14:35
"I'm at @CTA Bus Stop 14760 in Chicago, IL https://t.co/HO28k95s5t",sreggie,"Chicago, IL",2019-10-17 19:14:09
@deadlyspinach @TLAM59 @ChiPubSchools @cta Why do we let billionaires exist?,parsonshanged,Midwest,2019-10-17 19:10:26
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",BrianBernardoni,"ÜT: 41.769683,-87.845665",2019-10-17 19:09:28
@ArchiJake @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes I’m all in for a DivvyBergade to… https://t.co/XUXWgbqjEr,Pattrick11,Chicago IL,2019-10-17 19:06:47
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",lollybowean,Chicago. Cambridge,2019-10-17 19:04:00
@ArchiJake @LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes you’re such a nerd and i love it,maudamanda,773,2019-10-17 19:03:57
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",ArchiJake,"Chicago, IL",2019-10-17 19:01:07
RT @RadioGeris: Help a @wgnradio producer sister out! Have you or has anyone you know taken video of the @cta red line train operator who a…,G_Krz,"Chicago, IL",2019-10-17 18:59:16
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",LRDeeg,"Muncie Indiana, USA",2019-10-17 18:58:11
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",SeferSaklas,Chicago,2019-10-17 18:57:31
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",GeneralThoughts,"Chicago, IL",2019-10-17 18:57:16
"RT @ChicagoDPD: Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately adjacent…",mina_bloom_,"Chicago, IL",2019-10-17 18:56:29
"Plan Commission unanimously approves a 100-unit affordable housing development at 2602 N. Emmett St., immediately a… https://t.co/49O0yXHK7N",ChicagoDPD,"Chicago, Illinois",2019-10-17 18:55:57
"@LogansSquares @gotavern @CleosChicago @cta @Metra @DivvyBikes btw I highly encourage...nigh, expect to see some no… https://t.co/NJH3SaUs4Y",ArchiJake,"Chicago, IL",2019-10-17 18:54:59
@TLAM59 @parsonshanged @ChiPubSchools @cta Making sure local kids are healthy isn't an investment in the city how...?,socialism_doer,,2019-10-17 18:54:04
@cta can students still ride free if they aren’t going on there way to school during this?,x_ajdin773_x,"Chicago, IL",2019-10-17 18:48:48
"@cta y’all dumb af, why give free rides when there’s a strike but make students pay when there’s school",PHenom1906,,2019-10-17 18:47:00
For the #cf97 season next year I plan on organizing a bike ride to weekend home games for @LogansSquares from… https://t.co/J9QINORh66,ArchiJake,"Chicago, IL",2019-10-17 18:36:47
@cta the emergency door in the front of car number 3081 won’t close all of the way. Blue line train to Forest Park.… https://t.co/XVHT8PVR9L,edorner86,"Chicago, IL.",2019-10-17 18:24:22
@parsonshanged @ChiPubSchools @cta Those billionaire developers are making a huge investment in the city. The devel… https://t.co/y0zwUH0mo5,TLAM59,,2019-10-17 18:18:57
"RT @cta: [Planned Work] Brown Line: Now thru 3pm, Boarding Change at Fullerton Station https://t.co/DiVdwUp4rR",transit_tweets,,2019-10-17 18:10:09
@cta trains are overflowing with #ctured on way to today’s @CTULocal1 @SEIU73 action at 42 W. Madison. See you ther… https://t.co/hsDuPBOrtX,anmuinteoir,Chicago,2019-10-17 18:07:20
RT @RadioGeris: Help a @wgnradio producer sister out! Have you or has anyone you know taken video of the @cta red line train operator who a…,mbear2sons,,2019-10-17 18:03:45
@KyleDW87 @cta You’ll wait for an answer almost as long as you wait for a train.,cta_oh,,2019-10-17 17:56:47
RT @cta: [Normal Service*] The temporary reroute of 60 Blue Island/26th buses near Kenton/26th has ended.,transit_tweets,,2019-10-17 17:56:31
@KThurman98 @Patchistan @cta They. Don’t. Care.,cta_oh,,2019-10-17 17:56:08
"Leaving the station (at @CTA - Berwyn in Chicago, IL) https://t.co/sSzEljWBkx",lostboy2,chicago il,2019-10-17 17:56:01
RT @RadioGeris: Help a @wgnradio producer sister out! Have you or has anyone you know taken video of the @cta red line train operator who a…,arielfab,"Chicago, IL",2019-10-17 17:53:38
@RadioGeris @JessiTaylorRO @WGNRadio @cta Retweeted.  I hope that find what you are looking for.  Have a great afternoon.,PaulMiller1313,"Chicago, IL",2019-10-17 17:52:23
RT @RadioGeris: @WGNRadio @cta Or any other words of wisdom you've heard your @cta train operators or bus drivers say?,PaulMiller1313,"Chicago, IL",2019-10-17 17:51:48
RT @RadioGeris: Help a @wgnradio producer sister out! Have you or has anyone you know taken video of the @cta red line train operator who a…,PaulMiller1313,"Chicago, IL",2019-10-17 17:51:37
RT @cta: [Normal Service*] The temporary reroute of 60 Blue Island/26th buses near Kenton/26th has ended.,SteveAn02816525,United States,2019-10-17 17:51:34
RT @RadioGeris: Help a @wgnradio producer sister out! Have you or has anyone you know taken video of the @cta red line train operator who a…,JessiTaylorRO,Chicago,2019-10-17 17:49:43
RT @cta: [Normal Service*] The temporary reroute of 60 Blue Island/26th buses near Kenton/26th has ended.,Chronicle_Media,"Lombard, IL",2019-10-17 17:47:34
@TLAM59 @ChiPubSchools @cta The mayor seems to be able to find plenty of money for billionaire real estate develope… https://t.co/0Jh62lzJbT,parsonshanged,Midwest,2019-10-17 17:45:10
@WGNRadio @cta Or any other words of wisdom you've heard your @cta train operators or bus drivers say?,RadioGeris,,2019-10-17 17:37:26
Help a @wgnradio producer sister out! Have you or has anyone you know taken video of the @cta red line train operat… https://t.co/oiHc48VLPQ,RadioGeris,,2019-10-17 17:32:17
@Patchistan @cta And explaining to my professor why I’m late for my exam,KThurman98,"Valparaiso, IN",2019-10-17 17:29:22
RT @cta: [Normal Service*] The temporary reroute of 91 Austin buses near Austin/West End has ended.,transit_tweets,,2019-10-17 17:27:56
RT @cta: [Significant Delays] Howard-bound Red Line trains are running w/residual delays following an earlier delay at Argyle. Service is r…,transit_tweets,,2019-10-17 17:23:02
RT @cta: [Significant Delays] Howard-bound Red Line trains are running w/residual delays following an earlier delay at Argyle. Service is r…,earlworthington,Chicago Illinois,2019-10-17 17:19:42
"Leaving the station (at @CTA - Wilson in Chicago, IL) https://t.co/GR6gpGm7SL",lostboy2,chicago il,2019-10-17 17:19:24
RT @cta: [Significant Delays] Howard-bound Red Line trains are running w/residual delays following an earlier delay at Argyle. Service is r…,CTARedLineAlert,"Chicago, IL",2019-10-17 17:13:48
RT @cta: [Minor Delays] 95th-bound Red Line trains are standing at Howard. Crews working to restore service,transit_tweets,,2019-10-17 17:11:56
Are all @cta bus drivers miserable assholes? Cause y’all literally just sit there and drive and make a couple stops… https://t.co/mWev20LGkO,Pendejanutil,,2019-10-17 17:07:15
"Heading to Uptown. (at @CTA - Bryn Mawr in Chicago, IL) https://t.co/PMitOZTaTv",lostboy2,chicago il,2019-10-17 17:07:11
@Titan21Mtzzz @cta @WGNMorningNews @ABC7Chicago @chicagotribune Hey thank you!,corey_clevenger,,2019-10-17 17:04:02
"RT @cta: Starting Monday, O'Hare-bound trains resume stopping at Division on the Blue Line while trains toward downtown and Forest Park beg…",mynaameiz,Gallifrey,2019-10-17 16:59:00
@corey_clevenger @cta @WGNMorningNews @ABC7Chicago @chicagotribune I love this set. That top picture is my absolute… https://t.co/Vt6JPBqL1H,Titan21Mtzzz,"Hawaii, USA",2019-10-17 16:52:59
I hope @Cta has extra train service because of the @CTULocal1 #Strike and the rally this afternoon thanks for the #FreeRides #Cta,chicagosDNAInfo,"Chicago, IL",2019-10-17 16:47:06
RT @cta: [Significant Delays] Forest Park-bound Blue Line trains are running w/residual delays &amp; congestion following an earlier delay at U…,transit_tweets,,2019-10-17 16:46:50
RT @cta: [Significant Delays] Forest Park-bound Blue Line trains are standing at UIC-Halsted. Crews working to restore service.,transit_tweets,,2019-10-17 16:44:21
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,KFiveConst,"Westmont, IL",2019-10-17 16:34:25
@AashaaManitou @cmzalenski @PurpleFemmedigo @cta @ToniPreckwinkle @chicagosmayor @Metra Honestly I sometimes wonder… https://t.co/wJ54DvCzfx,Hello_Gello,"Chicago, IL",2019-10-17 16:15:29
"RT @cta: Starting Monday, O'Hare-bound trains resume stopping at Division on the Blue Line while trains toward downtown and Forest Park beg…",CHI311,"Chicago, IL",2019-10-17 16:15:03
"@Hello_Gello @cmzalenski @PurpleFemmedigo @cta @ToniPreckwinkle @chicagosmayor @Metra I agree 💯

The biggest proble… https://t.co/Hwxt6UGeeV",AashaaManitou,Chicago,2019-10-17 16:12:59
@cta then he a pervert-tell him to stop playing,majors_janice,"Oak Forest, IL",2019-10-17 16:11:21
@RadioGeris @cta I am insulted! I'll take it further I'm an excellent writer.. merchandise Mart,majors_janice,"Oak Forest, IL",2019-10-17 16:10:07
@AashaaManitou @cmzalenski @PurpleFemmedigo @cta We’re so close to modernizing the Metra Electric and Rock Island l… https://t.co/s77Wvh9USJ,Hello_Gello,"Chicago, IL",2019-10-17 16:06:54
"@Hello_Gello @cmzalenski @PurpleFemmedigo @cta Another problem that would be massively improved with bus lanes

But… https://t.co/UMlXQjJFa4",AashaaManitou,Chicago,2019-10-17 16:04:52
"@parsonshanged @ChiPubSchools @cta My hope is that your efforts will crash and burn in spectacular fashion!
The may… https://t.co/MDQRyh7aeN",TLAM59,,2019-10-17 16:01:02
RT @chrisisme: @cta a station attendant tried to tell me today my folding scooter wasn't allowed in the station as it's rush hour. your web…,transit_tweets,,2019-10-17 16:00:34
"RT @cta: Starting Monday, O'Hare-bound trains resume stopping at Division on the Blue Line while trains toward downtown and Forest Park beg…",whatthefidd,"Chicago, IL",2019-10-17 15:58:02
I suggest @DivvyBikes to work during this closure. Milwaukee from here inbound is very comfortable to bike. Also… https://t.co/r68Jx5SCmC,ArchiJake,"Chicago, IL",2019-10-17 15:56:55
